,Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,LoanAmount_log,ApplicantIncome_log,Loan_Status
204,LP001691,1,1,2,1,0,3917,0.0,124.0,360.0,1.0,1,4.820281565605037,8.27308133366583,1
205,LP001692,0,0,0,1,0,4408,0.0,120.0,360.0,1.0,1,4.787491742782046,8.391176350832751,1
206,LP001693,0,0,0,0,0,3244,0.0,80.0,360.0,1.0,2,4.382026634673881,8.084562415235304,1
207,LP001698,1,0,0,1,0,3975,2531.0,55.0,360.0,1.0,0,4.007333185232471,8.287780027088433,1
208,LP001699,1,0,0,0,0,2479,0.0,59.0,360.0,1.0,2,4.07753744390572,7.8156105320351905,1
209,LP001702,1,0,0,0,0,3418,0.0,127.0,360.0,1.0,1,4.844187086458591,8.136810863675537,0
210,LP001708,0,0,0,0,0,10000,0.0,214.0,360.0,1.0,1,5.365976015021851,9.210340371976184,0
211,LP001711,1,1,3,0,0,3430,1250.0,128.0,360.0,0.0,1,4.852030263919617,8.140315540159985,0
212,LP001713,1,1,1,0,1,7787,0.0,240.0,360.0,1.0,2,5.480638923341991,8.960210955576986,1
213,LP001715,1,1,3,1,1,5703,0.0,130.0,360.0,1.0,0,4.867534450455582,8.648747631156539,1
214,LP001716,1,1,0,0,0,3173,3021.0,137.0,360.0,1.0,2,4.919980925828125,8.062432791583195,1
215,LP001720,1,1,3,1,0,3850,983.0,100.0,360.0,1.0,1,4.605170185988092,8.25582842728183,1
216,LP001722,1,1,0,0,0,150,1800.0,135.0,360.0,1.0,0,4.90527477843843,5.0106352940962555,0
217,LP001726,1,1,0,0,0,3727,1775.0,131.0,360.0,1.0,1,4.875197323201151,8.223358899479258,1
218,LP001732,1,1,2,0,0,5000,0.0,72.0,360.0,0.0,1,4.276666119016055,8.517193191416238,0
219,LP001734,0,1,2,0,0,4283,2383.0,127.0,360.0,1.0,1,4.844187086458591,8.36240897761537,1
220,LP001736,1,1,0,0,0,2221,0.0,60.0,360.0,0.0,2,4.0943445622221,7.7057128238944275,0
221,LP001743,1,1,2,0,0,4009,1717.0,116.0,360.0,1.0,1,4.7535901911063645,8.296297112642508,1
222,LP001744,1,0,0,0,0,2971,2791.0,144.0,360.0,1.0,1,4.969813299576001,7.9966538754626075,1
223,LP001749,1,1,0,0,0,7578,1010.0,175.0,360.0,1.0,1,5.1647859739235145,8.933004591578547,1
224,LP001750,1,1,0,0,0,6250,0.0,128.0,360.0,1.0,1,4.852030263919617,8.740336742730447,1
225,LP001751,1,1,0,0,0,3250,0.0,170.0,360.0,1.0,0,5.135798437050262,8.086410275323782,0
226,LP001754,1,1,0,1,1,4735,0.0,138.0,360.0,1.0,2,4.927253685157205,8.462737005620179,0
227,LP001758,1,1,2,0,0,6250,1695.0,210.0,360.0,1.0,1,5.3471075307174685,8.740336742730447,1
228,LP001760,1,1,0,0,0,4758,0.0,158.0,480.0,1.0,1,5.062595033026967,8.467582690862903,1
229,LP001761,1,0,0,0,1,6400,0.0,200.0,360.0,1.0,0,5.298317366548036,8.764053269347762,1
230,LP001765,1,1,1,0,0,2491,2054.0,104.0,360.0,1.0,1,4.6443908991413725,7.820439515262181,1
231,LP001768,1,1,0,0,0,3716,0.0,42.0,180.0,1.0,0,3.7376696182833684,8.22040309993373,1
232,LP001770,1,0,0,1,0,3189,2598.0,120.0,360.0,1.0,0,4.787491742782046,8.067462667010057,1
233,LP001776,0,0,0,0,0,8333,0.0,280.0,360.0,1.0,1,5.634789603169249,9.027978814382207,1
234,LP001778,1,1,1,0,0,3155,1779.0,140.0,360.0,1.0,1,4.941642422609304,8.056743774975313,1
235,LP001784,1,1,1,0,0,5500,1260.0,170.0,360.0,1.0,0,5.135798437050262,8.612503371220562,1
236,LP001786,1,1,0,0,0,5746,0.0,255.0,360.0,1.0,2,5.541263545158426,8.656259239539235,0
237,LP001788,0,0,0,0,1,3463,0.0,122.0,360.0,1.0,2,4.804021044733257,8.149890544402423,1
238,LP001790,0,0,1,0,0,3812,0.0,112.0,360.0,1.0,0,4.718498871295094,8.245909264774093,1
239,LP001792,1,1,1,0,0,3315,0.0,96.0,360.0,1.0,1,4.564348191467836,8.106212902619962,1
240,LP001798,1,1,2,0,0,5819,5000.0,120.0,360.0,1.0,0,4.787491742782046,8.66888370465667,1
241,LP001800,1,1,1,1,0,2510,1983.0,140.0,180.0,1.0,2,4.941642422609304,7.828038032125829,0
242,LP001806,1,0,0,0,0,2965,5701.0,155.0,60.0,1.0,2,5.043425116919247,7.994632311431825,1
243,LP001807,1,1,2,0,1,6250,1300.0,108.0,360.0,1.0,0,4.68213122712422,8.740336742730447,1
244,LP001811,1,1,0,1,0,3406,4417.0,123.0,360.0,1.0,1,4.812184355372417,8.133293861222633,1
245,LP001813,1,0,0,0,1,6050,4333.0,120.0,180.0,1.0,2,4.787491742782046,8.707813551024888,0
246,LP001814,1,1,2,0,0,9703,0.0,112.0,360.0,1.0,2,4.718498871295094,9.1801903950253,1
247,LP001819,1,1,1,1,0,6608,0.0,137.0,180.0,1.0,2,4.919980925828125,8.796036315200814,1
248,LP001824,1,1,1,0,0,2882,1843.0,123.0,480.0,1.0,1,4.812184355372417,7.966239776559467,1
249,LP001825,1,1,0,0,0,1809,1868.0,90.0,360.0,1.0,2,4.499809670330265,7.500529485395295,1
250,LP001835,1,1,0,1,0,1668,3890.0,201.0,360.0,0.0,1,5.303304908059076,7.419380582918692,0
251,LP001836,0,0,2,0,0,3427,0.0,138.0,360.0,1.0,2,4.927253685157205,8.139440521874608,0
252,LP001841,1,0,0,1,1,2583,2167.0,104.0,360.0,1.0,0,4.6443908991413725,7.8567067930958405,1
253,LP001843,1,1,1,1,0,2661,7101.0,279.0,180.0,1.0,1,5.631211781821365,7.886457270977689,1
254,LP001844,1,0,0,0,1,16250,0.0,192.0,360.0,0.0,2,5.2574953720277815,9.695848187757884,0
255,LP001846,0,0,3,0,0,3083,0.0,255.0,360.0,1.0,0,5.541263545158426,8.03365842788615,1
256,LP001849,1,0,0,1,0,6045,0.0,115.0,360.0,0.0,0,4.74493212836325,8.706986763048892,0
257,LP001854,1,1,3,0,0,5250,0.0,94.0,360.0,1.0,2,4.543294782270004,8.565983355585669,0
258,LP001859,1,1,0,0,0,14683,2100.0,304.0,360.0,1.0,0,5.717027701406222,9.594445640962938,0
259,LP001864,1,1,3,1,0,4931,0.0,128.0,360.0,1.0,1,4.852030263919617,8.503297086224126,0
260,LP001865,1,1,1,0,0,6083,4250.0,330.0,360.0,1.0,2,5.799092654460526,8.713253274320705,1
261,LP001868,1,0,0,0,0,2060,2209.0,134.0,360.0,1.0,1,4.897839799950911,7.630461261783627,1
262,LP001870,0,0,1,0,0,3481,0.0,155.0,36.0,1.0,1,5.043425116919247,8.15507488781144,0
263,LP001871,0,0,0,0,0,7200,0.0,120.0,360.0,1.0,0,4.787491742782046,8.881836305004146,1
264,LP001872,1,0,0,0,1,5166,0.0,128.0,360.0,1.0,1,4.852030263919617,8.549853973655786,1
265,LP001875,1,0,0,0,0,4095,3447.0,151.0,360.0,1.0,0,5.017279836814924,8.31752199628717,1
266,LP001877,1,1,2,0,0,4708,1387.0,150.0,360.0,1.0,1,5.0106352940962555,8.457018468380168,1
267,LP001882,1,1,3,0,0,4333,1811.0,160.0,360.0,0.0,2,5.075173815233827,8.374015421739909,1
268,LP001883,0,0,0,0,0,3418,0.0,135.0,360.0,1.0,0,4.90527477843843,8.136810863675537,0
269,LP001884,0,0,1,0,0,2876,1560.0,90.0,360.0,1.0,2,4.499809670330265,7.964155718840937,1
270,LP001888,0,0,0,0,0,3237,0.0,30.0,360.0,1.0,2,3.4011973816621555,8.082402253926244,1
271,LP001891,1,1,0,0,0,11146,0.0,136.0,360.0,1.0,2,4.912654885736052,9.318835968129482,1
272,LP001892,1,0,0,0,0,2833,1857.0,126.0,360.0,1.0,0,4.836281906951478,7.949091499830517,1
273,LP001894,1,1,0,0,0,2620,2223.0,150.0,360.0,1.0,1,5.0106352940962555,7.8709295967551425,1
274,LP001896,1,1,2,0,0,3900,0.0,90.0,360.0,1.0,1,4.499809670330265,8.268731832117737,1
275,LP001900,1,1,1,0,0,2750,1842.0,115.0,360.0,1.0,1,4.74493212836325,7.919356190660617,1
276,LP001903,1,1,0,0,0,3993,3274.0,207.0,360.0,1.0,1,5.332718793265369,8.292298107063221,1
277,LP001904,1,1,0,0,0,3103,1300.0,80.0,360.0,1.0,2,4.382026634673881,8.04012466444838,1
278,LP001907,1,1,0,0,0,14583,0.0,436.0,360.0,1.0,1,6.077642243349034,9.587611745713565,1
279,LP001908,0,1,0,1,0,4100,0.0,124.0,360.0,1.0,0,4.820281565605037,8.318742252692399,1
280,LP001910,1,0,1,1,1,4053,2426.0,158.0,360.0,0.0,2,5.062595033026967,8.307212626628308,0
281,LP001914,1,1,0,0,0,3927,800.0,112.0,360.0,1.0,1,4.718498871295094,8.27563105457801,1
282,LP001915,1,1,2,0,0,2301,985.7999877999998,78.0,180.0,1.0,2,4.356708826689592,7.741099090035366,1
283,LP001917,0,0,0,0,0,1811,1666.0,54.0,360.0,1.0,2,3.9889840465642745,7.501634457883413,1
284,LP001922,1,1,0,0,0,20667,0.0,130.0,360.0,1.0,0,4.867534450455582,9.936293504261306,0
285,LP001924,1,0,0,0,0,3158,3053.0,89.0,360.0,1.0,0,4.48863636973214,8.057694194815587,1
286,LP001925,0,0,0,0,1,2600,1717.0,99.0,300.0,1.0,1,4.59511985013459,7.8632667240095735,0
287,LP001926,1,1,0,0,0,3704,2000.0,120.0,360.0,1.0,0,4.787491742782046,8.21716859576607,1
288,LP001931,0,0,0,0,0,4124,0.0,115.0,360.0,1.0,1,4.74493212836325,8.32457884513685,1
289,LP001935,1,0,0,0,0,9508,0.0,187.0,360.0,1.0,0,5.231108616854587,9.159888828480085,1
290,LP001936,1,1,0,0,0,3075,2416.0,139.0,360.0,1.0,0,4.9344739331306915,8.031060180240619,1
291,LP001938,1,1,2,0,0,4400,0.0,127.0,360.0,0.0,1,4.844187086458591,8.389359819906353,0
292,LP001940,1,1,2,0,0,3153,1560.0,134.0,360.0,1.0,2,4.897839799950911,8.056109659545061,1
293,LP001945,0,0,0,0,0,5417,0.0,143.0,480.0,0.0,2,4.962844630259907,8.597297435657898,0
294,LP001947,1,1,0,0,0,2383,3334.0,172.0,360.0,1.0,1,5.147494476813453,7.776115477098742,1
295,LP001949,1,1,3,0,0,4416,1250.0,110.0,360.0,1.0,2,4.700480365792417,8.392989587956931,1
296,LP001953,1,1,1,0,0,6875,0.0,200.0,360.0,1.0,1,5.298317366548036,8.835646922534773,1
297,LP001954,0,1,1,0,0,4666,0.0,135.0,360.0,1.0,2,4.90527477843843,8.448057452581375,1
298,LP001955,0,0,0,0,0,5000,2541.0,151.0,480.0,1.0,0,5.017279836814924,8.517193191416238,0
299,LP001963,1,1,1,0,0,2014,2925.0,113.0,360.0,1.0,2,4.727387818712341,7.607878073278507,0
300,LP001964,1,1,0,1,0,1800,2934.0,93.0,360.0,0.0,2,4.532599493153256,7.495541943884256,0
301,LP001972,1,1,0,1,0,2875,1750.0,105.0,360.0,1.0,1,4.653960350157523,7.963807953231451,1
302,LP001974,0,0,0,0,0,5000,0.0,132.0,360.0,1.0,0,4.882801922586371,8.517193191416238,1
303,LP001977,1,1,1,0,0,1625,1803.0,96.0,360.0,1.0,2,4.564348191467836,7.393263094763838,1
304,LP001978,1,0,0,0,0,4000,2500.0,140.0,360.0,1.0,0,4.941642422609304,8.294049640102028,1
305,LP001990,1,0,0,1,0,2000,0.0,113.0,360.0,1.0,2,4.727387818712341,7.600902459542082,0
306,LP001993,0,0,0,0,0,3762,1666.0,135.0,360.0,1.0,0,4.90527477843843,8.232706009860976,1
307,LP001994,0,0,0,0,0,2400,1863.0,104.0,360.0,0.0,2,4.6443908991413725,7.783224016336037,0
308,LP001996,1,0,0,0,0,20233,0.0,480.0,360.0,1.0,0,6.173786103901937,9.915070213779195,0
309,LP001998,1,1,2,1,0,7667,0.0,185.0,360.0,1.0,0,5.220355825078324,8.944680683558895,1
310,LP002002,0,0,0,0,0,2917,0.0,84.0,360.0,1.0,1,4.430816798843313,7.978310969867722,1
311,LP002004,1,0,0,1,0,2927,2405.0,111.0,360.0,1.0,1,4.709530201312334,7.9817332866918855,1
312,LP002006,0,0,0,0,0,2507,0.0,56.0,360.0,1.0,0,4.02535169073515,7.826842098158293,1
313,LP002008,1,1,2,0,1,5746,0.0,144.0,84.0,1.0,0,4.969813299576001,8.656259239539235,1
314,LP002024,1,1,0,0,0,2473,1843.0,159.0,360.0,1.0,0,5.0689042022202315,7.813187267521416,0
315,LP002031,1,1,1,1,0,3399,1640.0,111.0,180.0,1.0,2,4.709530201312334,8.131236549696116,1
316,LP002035,1,1,2,0,0,3717,0.0,120.0,360.0,1.0,1,4.787491742782046,8.220672170297252,1
317,LP002036,1,1,0,0,0,2058,2134.0,88.0,360.0,1.0,2,4.477336814478207,7.629489916393995,1
318,LP002043,0,0,1,0,0,3541,0.0,112.0,360.0,1.0,1,4.718498871295094,8.172164452111904,1
319,LP002050,1,1,1,0,1,10000,0.0,155.0,360.0,1.0,0,5.043425116919247,9.210340371976184,0
320,LP002051,1,1,0,0,0,2400,2167.0,115.0,360.0,1.0,1,4.74493212836325,7.783224016336037,1
321,LP002053,1,1,3,0,0,4342,189.0,124.0,360.0,1.0,1,4.820281565605037,8.376090350438238,1
322,LP002054,1,1,2,1,0,3601,1590.0,113.0,360.0,1.0,0,4.727387818712341,8.188966863648876,1
323,LP002055,0,0,0,0,0,3166,2985.0,132.0,360.0,1.0,0,4.882801922586371,8.060224240440958,1
324,LP002065,1,1,3,0,0,15000,0.0,300.0,360.0,1.0,0,5.703782474656201,9.615805480084347,1
325,LP002067,1,1,1,0,1,8666,4983.0,376.0,360.0,0.0,0,5.929589143389895,9.067162602299854,0
326,LP002068,1,0,0,0,0,4917,0.0,130.0,360.0,0.0,0,4.867534450455582,8.50045386741194,1
327,LP002082,1,1,0,0,1,5818,2160.0,184.0,360.0,1.0,1,5.214935757608986,8.668711839055147,1
328,LP002086,0,1,0,0,0,4333,2451.0,110.0,360.0,1.0,2,4.700480365792417,8.374015421739909,0
329,LP002087,0,0,0,0,0,2500,0.0,67.0,360.0,1.0,2,4.204692619390966,7.824046010856292,1
330,LP002097,1,0,1,0,0,4384,1793.0,117.0,360.0,1.0,2,4.762173934797756,8.385716828627851,1
331,LP002098,1,0,0,0,0,2935,0.0,98.0,360.0,1.0,1,4.584967478670572,7.984462732262196,1
332,LP002100,1,0,0,0,0,2833,0.0,71.0,360.0,1.0,2,4.2626798770413155,7.949091499830517,1
333,LP002101,1,1,0,0,0,63337,0.0,490.0,180.0,1.0,2,6.194405391104672,11.05622495553552,1
334,LP002103,1,1,1,0,1,9833,1833.0,182.0,180.0,1.0,2,5.204006687076795,9.193499354780156,1
335,LP002106,1,1,0,0,1,5503,4490.0,70.0,360.0,1.0,1,4.248495242049359,8.613048677059759,1
336,LP002110,1,1,1,0,0,5250,688.0,160.0,360.0,1.0,0,5.075173815233827,8.565983355585669,1
337,LP002112,1,1,2,0,1,2500,4600.0,176.0,360.0,1.0,0,5.170483995038151,7.824046010856292,1
338,LP002113,0,0,3,1,0,1830,0.0,113.0,360.0,0.0,2,4.727387818712341,7.512071245835466,0
339,LP002114,0,0,0,0,0,4160,0.0,71.0,360.0,1.0,1,4.2626798770413155,8.333270353255308,1
340,LP002115,1,1,3,1,0,2647,1587.0,173.0,360.0,1.0,0,5.153291594497779,7.881182202227102,0
341,LP002116,0,0,0,0,0,2378,0.0,46.0,360.0,1.0,0,3.828641396489095,7.774015077250727,0
342,LP002119,1,1,1,1,0,4554,1229.0,158.0,360.0,1.0,2,5.062595033026967,8.423761246623686,1
343,LP002126,1,1,3,1,0,3173,0.0,74.0,360.0,1.0,1,4.30406509320417,8.062432791583195,1
344,LP002128,1,1,2,0,0,2583,2330.0,125.0,360.0,1.0,0,4.8283137373023015,7.8567067930958405,1
345,LP002129,1,1,0,0,0,2499,2458.0,160.0,360.0,1.0,1,5.075173815233827,7.823645930834952,1
346,LP002130,1,1,0,1,0,3523,3230.0,152.0,360.0,0.0,0,5.0238805208462765,8.167068178341237,0
347,LP002131,1,1,2,1,0,3083,2168.0,126.0,360.0,1.0,2,4.836281906951478,8.03365842788615,1
348,LP002137,1,1,0,0,0,6333,4583.0,259.0,360.0,1.0,1,5.556828061699537,8.753529336516431,1
349,LP002138,1,1,0,0,0,2625,6250.0,187.0,360.0,1.0,0,5.231108616854587,7.872836175025724,1
350,LP002139,1,1,0,0,0,9083,0.0,228.0,360.0,1.0,1,5.429345628954441,9.114159813502214,1
351,LP002140,1,0,0,0,0,8750,4167.0,308.0,360.0,1.0,0,5.730099782973574,9.07680897935166,0
352,LP002141,1,1,3,0,0,2666,2083.0,95.0,360.0,1.0,0,4.553876891600541,7.888334500738654,1
353,LP002142,0,1,0,0,1,5500,0.0,105.0,360.0,0.0,0,4.653960350157523,8.612503371220562,0
354,LP002143,0,1,0,0,0,2423,505.0,130.0,360.0,1.0,1,4.867534450455582,7.792761720816526,1
355,LP002144,0,0,0,0,0,3813,0.0,116.0,180.0,1.0,2,4.7535901911063645,8.246171559857563,1
356,LP002149,1,1,2,0,0,8333,3167.0,165.0,360.0,1.0,0,5.10594547390058,9.027978814382207,1
357,LP002151,1,1,1,0,0,3875,0.0,67.0,360.0,1.0,2,4.204692619390966,8.262300941787448,0
358,LP002158,1,1,0,1,0,3000,1666.0,100.0,480.0,0.0,2,4.605170185988092,8.006367567650246,0
359,LP002160,1,1,3,0,0,5167,3167.0,200.0,360.0,1.0,1,5.298317366548036,8.550047528287184,1
360,LP002161,0,0,1,0,0,4723,0.0,81.0,360.0,1.0,1,4.394449154672439,8.460199469896118,0
361,LP002170,1,1,2,0,0,5000,3667.0,236.0,360.0,1.0,1,5.4638318050256105,8.517193191416238,1
362,LP002175,1,1,0,0,0,4750,2333.0,130.0,360.0,1.0,2,4.867534450455582,8.465899897028686,1
363,LP002178,1,1,0,0,0,3013,3033.0,95.0,300.0,1.0,2,4.553876891600541,8.0106915391303,1
364,LP002180,1,0,0,0,1,6822,0.0,141.0,360.0,1.0,0,4.948759890378168,8.82790796297859,1
365,LP002181,1,0,0,1,0,6216,0.0,133.0,360.0,1.0,0,4.890349128221754,8.734881892047483,0
366,LP002187,1,0,0,0,0,2500,0.0,96.0,480.0,1.0,1,4.564348191467836,7.824046010856292,0
367,LP002188,1,0,0,0,0,5124,0.0,124.0,360.0,0.0,0,4.820281565605037,8.541690663016626,0
368,LP002190,1,1,1,0,0,6325,0.0,175.0,360.0,1.0,1,5.1647859739235145,8.752265313595721,1
369,LP002191,1,1,0,0,0,19730,5266.0,570.0,360.0,1.0,0,6.345636360828596,9.889895599016661,0
370,LP002194,0,0,0,0,1,15759,0.0,55.0,360.0,1.0,1,4.007333185232471,9.665166909622071,1
371,LP002197,1,1,2,0,0,5185,0.0,155.0,360.0,1.0,1,5.043425116919247,8.553525120663627,1
372,LP002201,1,1,2,0,1,9323,7873.0,380.0,300.0,1.0,0,5.940171252720432,9.140239744296693,1
373,LP002205,1,0,1,0,0,3062,1987.0,111.0,180.0,0.0,2,4.709530201312334,8.026823576217629,0
374,LP002209,0,0,0,0,0,2764,1459.0,110.0,360.0,1.0,2,4.700480365792417,7.92443418488756,1
375,LP002211,1,1,0,0,0,4817,923.0,120.0,180.0,1.0,2,4.787491742782046,8.479906606630221,1
376,LP002219,1,1,3,0,0,8750,4996.0,130.0,360.0,1.0,0,4.867534450455582,9.07680897935166,1
377,LP002223,1,1,0,0,0,4310,0.0,130.0,360.0,1.0,1,4.867534450455582,8.368693183097793,1
378,LP002224,1,0,0,0,0,3069,0.0,71.0,480.0,1.0,2,4.2626798770413155,8.029107054619736,0
379,LP002225,1,1,2,0,0,5391,0.0,130.0,360.0,1.0,2,4.867534450455582,8.592486175451668,1
380,LP002226,1,1,0,0,0,3333,2500.0,128.0,360.0,1.0,1,4.852030263919617,8.11162807830774,1
381,LP002229,1,0,0,0,0,5941,4232.0,296.0,360.0,1.0,1,5.69035945432406,8.689632748355741,1
382,LP002231,0,0,0,0,0,6000,0.0,156.0,360.0,1.0,2,5.049856007249537,8.699514748210191,1
383,LP002234,1,0,0,0,1,7167,0.0,128.0,360.0,1.0,2,4.852030263919617,8.877242435993919,1
384,LP002236,1,1,2,0,0,4566,0.0,100.0,360.0,1.0,2,4.605170185988092,8.42639282708974,0
385,LP002237,1,0,1,0,0,3667,0.0,113.0,180.0,1.0,2,4.727387818712341,8.207129168071326,1
386,LP002239,1,0,0,1,0,2346,1600.0,132.0,360.0,1.0,1,4.882801922586371,7.76046702921342,1
387,LP002243,1,1,0,1,0,3010,3136.0,113.0,360.0,0.0,2,4.727387818712341,8.009695357742922,0
388,LP002244,1,1,0,0,0,2333,2417.0,136.0,360.0,1.0,2,4.912654885736052,7.75491027202143,1
389,LP002250,1,1,0,0,0,5488,0.0,125.0,360.0,1.0,0,4.8283137373023015,8.610319169405722,1
390,LP002255,1,0,3,0,0,9167,0.0,185.0,360.0,1.0,0,5.220355825078324,9.123365357961776,1
391,LP002262,1,1,3,0,0,9504,0.0,275.0,360.0,1.0,0,5.616771097666572,9.159468041602427,1
392,LP002263,1,1,0,0,0,2583,2115.0,120.0,360.0,1.0,2,4.787491742782046,7.8567067930958405,1
393,LP002265,1,1,2,1,0,1993,1625.0,113.0,180.0,1.0,1,4.727387818712341,7.597396320212795,1
394,LP002266,1,1,2,0,0,3100,1400.0,113.0,360.0,1.0,2,4.727387818712341,8.039157390473237,1
395,LP002272,1,1,2,0,0,3276,484.0,135.0,360.0,1.0,1,4.90527477843843,8.09437844497296,1
396,LP002277,0,0,0,0,0,3180,0.0,71.0,360.0,0.0,2,4.2626798770413155,8.064636475774222,0
397,LP002281,1,1,0,0,0,3033,1459.0,95.0,360.0,1.0,2,4.553876891600541,8.017307507688582,1
398,LP002284,1,0,0,1,0,3902,1666.0,109.0,360.0,1.0,0,4.6913478822291435,8.269244521183056,1
399,LP002287,0,0,0,0,0,1500,1800.0,103.0,360.0,0.0,1,4.634728988229636,7.313220387090301,0
400,LP002288,1,1,2,1,0,2889,0.0,45.0,180.0,0.0,2,3.8066624897703196,7.968665700466235,0
401,LP002296,1,0,0,1,0,2755,0.0,65.0,300.0,1.0,0,4.174387269895637,7.9211727215870145,0
402,LP002297,1,0,0,0,0,2500,20000.0,103.0,360.0,1.0,1,4.634728988229636,7.824046010856292,1
403,LP002300,0,0,0,1,0,1963,0.0,53.0,360.0,1.0,1,3.970291913552122,7.5822291942764615,1
404,LP002301,0,0,0,0,1,7441,0.0,194.0,360.0,1.0,0,5.267858159063328,8.914760527397261,0
405,LP002305,0,0,0,0,0,4547,0.0,115.0,360.0,1.0,1,4.74493212836325,8.42222295382501,1
406,LP002308,1,1,0,1,0,2167,2400.0,115.0,360.0,1.0,2,4.74493212836325,7.681099001536359,1
407,LP002314,0,0,0,1,0,2213,0.0,66.0,360.0,1.0,0,4.189654742026425,7.70210434005105,1
408,LP002315,1,1,1,0,0,8300,0.0,152.0,300.0,0.0,1,5.0238805208462765,9.02401079378469,0
